Sample Location,Contaminant ID,Analysis Result,MCL In Effect,Sample Date,Sample Type,Laboratory ID,Analysis Method,Analysis Date,Sample Received Date,SPLIT_PAGES,PWSID,SYSTEM NAME,MAIN_PAGE,TOP_MARGIN,SYSNAME_PAGE
101,CHLORINE,1.45,.,01/12/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/12/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,1,70,1
101,CHLORINE,2.06,.,01/13/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/13/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,1,70,1
101,CHLORINE,2.2,.,01/14/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/14/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,1,70,1
101,CHLORINE,1.9,.,01/15/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/15/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,1,70,1
101,CHLORINE,1.87,.,01/16/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/16/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,0.51,.,01/17/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/17/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,0.63,.,01/18/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/18/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,0.44,.,01/19/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/19/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,0.43,.,01/20/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/20/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,1.65,.,01/21/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/21/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,1.6,.,01/22/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/22/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,1.45,.,01/23/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/23/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,1.15,.,01/24/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/24/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,0.96,.,01/25/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/25/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,1.86,.,01/26/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/26/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,2.2,.,01/27/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/27/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,2.2,.,01/28/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/28/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,1.94,.,01/29/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/29/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,1.02,.,01/30/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/30/2016,02/09/2016,1,6430001, SCENIC MOBILE HOME PARK,2,70,2
101,CHLORINE,0.64,.,01/31/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/31/2016,02/09/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.72,.,02/01/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/01/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.61,.,02/02/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/02/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.42,.,02/03/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/03/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.46,.,02/04/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/04/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.63,.,02/05/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/05/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.88,.,02/06/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/06/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.84,.,02/07/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/07/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.76,.,02/08/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/08/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.62,.,02/09/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/09/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.01,.,02/10/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/10/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.88,.,02/11/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/11/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.76,.,02/12/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/12/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.54,.,02/13/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/13/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.25,.,02/14/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/14/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.05,.,02/15/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/15/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.93,.,02/16/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/16/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.76,.,02/17/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/17/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.72,.,02/18/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/18/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.9,.,02/19/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/19/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,0.82,.,02/20/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/20/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.06,.,02/21/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/21/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.29,.,02/22/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/22/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.36,.,02/23/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/23/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.62,.,02/24/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/24/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.28,.,02/25/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/25/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,3,70,3
101,CHLORINE,1.27,.,02/26/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/26/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.34,.,02/27/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/27/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.79,.,02/28/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/28/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.51,.,02/29/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/29/2016,03/07/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.43,.,03/01/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/01/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.04,.,03/02/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/02/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.11,.,03/03/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/03/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.08,.,03/04/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/04/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.04,.,03/05/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/05/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.03,.,03/06/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/06/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.96,.,03/07/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/07/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.24,.,03/08/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/08/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.2,.,03/09/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/09/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.16,.,03/10/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/10/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.94,.,03/11/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/11/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.72,.,03/12/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/12/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.64,.,03/13/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/13/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.6,.,03/14/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/14/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,2.2,.,03/15/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/15/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,2.2,.,03/16/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/16/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
700,CHLORINE,0.79,.,03/16/2016,DISTRIBUTION,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/16/2016,03/31/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.92,.,03/17/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/17/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.6,.,03/18/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/18/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.87,.,03/19/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/19/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,0.94,.,03/20/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/20/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.37,.,03/21/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/21/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,5,70,5
101,CHLORINE,1.4,.,03/22/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/22/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.5,.,03/23/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/23/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.73,.,03/24/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/24/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.76,.,03/25/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/25/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.23,.,03/26/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/26/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.69,.,03/27/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/27/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.55,.,03/28/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/28/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.28,.,03/29/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/29/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLORINE,1.28,.,03/30/2016,ENTRY POINT,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/30/2016,04/09/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"1,2,4-TRICHLOROBENZENE (VOC)",0,0.07,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"CIS-1,2-DICHLOROETHYLENE (VOC)",0,0.07,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,XYLENES - TOTAL (VOC),0,10,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,DICHLOROMETHANE (VOC),0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,O-DICHLOROBENZENE (VOC),0,0.6,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,P-DICHLOROBENZENE (VOC),0,0.075,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,VINYL CHLORIDE (VOC),0,0.002,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"1,1-DICHLOROETHYLENE (VOC)",0,0.007,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"TRANS-1,2-DICHLOROETHENE (VOC)",0,0.1,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"1,2-DICHLOROETHANE (VOC)",0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"1,1,1-TRICHLOROETHANE (VOC)",0,0.2,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CARBON TETRACHLORIDE (VOC),0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"1,2-DICHLOROPROPANE(VOC)",0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,TRICHLOROETHYLENE (VOC),0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,"1,1,2-TRICHLOROETHANE (VOC)",0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,TETRACHLOROETHYLENE (VOC),0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,CHLOROBENZENE (VOC),0,0.1,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,7,70,7
101,BENZENE (VOC),0,0.005,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,9,70,9
101,TOLUENE (VOC),0,1,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,9,70,9
101,ETHYLBENZENE (VOC),0,0.7,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,9,70,9
101,STYRENE (VOC),0,0.1,03/30/2016,ENTRY POINT,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",04/06/2016,04/08/2016,2,6430001, SCENIC MOBILE HOME PARK,9,70,9
