Sample Location,Contaminant ID,Analysis Result,MCL In Effect,Sample Date,Sample Type,SPLIT_PAGES,PWSID,SYSTEM NAME,MAIN_PAGE,TOP_MARGIN,SYSNAME_PAGE,Laboratory ID,Analysis Method,Analysis Date,Sample Received Date
101,CHLORINE,1.84,.,01/11/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/11/2017,02/10/2017
101,CHLORINE,1.7,.,01/12/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/12/2017,02/10/2017
101,CHLORINE,1.77,.,01/13/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/13/2017,02/10/2017
101,CHLORINE,0.85,.,01/14/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/14/2017,02/10/2017
101,CHLORINE,0.78,.,01/15/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/15/2017,02/10/2017
101,CHLORINE,0.55,.,01/16/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/16/2017,02/10/2017
101,CHLORINE,0.5,.,01/17/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/17/2017,02/10/2017
101,CHLORINE,0.57,.,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/18/2017,02/10/2017
101,"1,2,4-TRICHLOROBENZENE (VOC)",0,0.07,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,"CIS-1,2-DICHLOROETHYLENE (VOC)",0,0.07,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,XYLENES - TOTAL (VOC),0,10,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,DICHLOROMETHANE (VOC),0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,O-DICHLOROBENZENE (VOC),0,0.6,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,P-DICHLOROBENZENE (VOC),0,0.075,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,VINYL CHLORIDE (VOC),0,0.002,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,"1,1-DICHLOROETHYLENE (VOC)",0,0.007,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,"TRANS-1,2-DICHLOROETHENE (VOC)",0,0.1,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,"1,2-DICHLOROETHANE (VOC)",0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,"1,1,1-TRICHLOROETHANE (VOC)",0,0.2,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,CARBON TETRACHLORIDE (VOC),0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,"1,2-DICHLOROPROPANE(VOC)",0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,TRICHLOROETHYLENE (VOC),0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,"1,1,2-TRICHLOROETHANE (VOC)",0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,TETRACHLOROETHYLENE (VOC),0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,CHLOROBENZENE (VOC),0,0.1,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,BENZENE (VOC),0,0.005,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,TOLUENE (VOC),0,1,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,ETHYLBENZENE (VOC),0,0.7,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,STYRENE (VOC),0,0.1,01/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,FAIRWAY LABS - ALTOONA,"GC, MS, P&T (EPA 524.2)",01/25/2017,02/10/2017
101,CHLORINE,0.49,.,01/19/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/19/2017,02/10/2017
101,CHLORINE,0.52,.,01/20/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/20/2017,02/10/2017
101,CHLORINE,1.57,.,01/21/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/21/2017,02/10/2017
101,CHLORINE,1.93,.,01/22/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/22/2017,02/10/2017
101,CHLORINE,2.18,.,01/23/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/23/2017,02/10/2017
101,CHLORINE,2.2,.,01/24/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/24/2017,02/10/2017
101,CHLORINE,2.11,.,01/25/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/25/2017,02/10/2017
101,CHLORINE,2.2,.,01/26/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/26/2017,02/10/2017
101,CHLORINE,2.01,.,01/27/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/27/2017,02/10/2017
101,CHLORINE,1.99,.,01/28/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/28/2017,02/10/2017
101,CHLORINE,1.95,.,01/29/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/29/2017,02/10/2017
101,CHLORINE,1.75,.,01/30/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/30/2017,02/10/2017
101,CHLORINE,1.7,.,01/31/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/31/2017,02/10/2017
101,CHLORINE,0.92,.,02/01/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/01/2017,03/10/2017
101,CHLORINE,0.7,.,02/02/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/02/2017,03/10/2017
101,CHLORINE,0.51,.,02/03/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/03/2017,03/10/2017
101,CHLORINE,0.42,.,02/04/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/04/2017,03/10/2017
101,CHLORINE,0.45,.,02/05/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/05/2017,03/10/2017
101,CHLORINE,0.53,.,02/06/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/06/2017,03/10/2017
101,CHLORINE,0.77,.,02/07/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/07/2017,03/10/2017
101,CHLORINE,1.07,.,02/08/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/08/2017,03/10/2017
101,CHLORINE,1.4,.,02/09/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/09/2017,03/10/2017
701,TOTAL COLIFORM PRESENCE,0,.,02/09/2017,DISTRIBUTION,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MAHAFFEY LABORATORIES,CHROMO/FLUOROGEN (COLILERT/18),02/10/2017,03/01/2017
101,CHLORINE,1.56,.,02/10/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/10/2017,03/10/2017
101,CHLORINE,2,.,02/11/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/11/2017,03/10/2017
101,CHLORINE,1.46,.,02/12/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/12/2017,03/10/2017
101,CHLORINE,1.72,.,02/13/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/13/2017,03/10/2017
101,CHLORINE,1.2,.,02/14/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/14/2017,03/10/2017
101,CHLORINE,1.31,.,02/15/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/15/2017,03/10/2017
101,CHLORINE,0.66,.,02/16/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/16/2017,03/10/2017
101,CHLORINE,0.49,.,02/17/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/17/2017,03/10/2017
101,CHLORINE,0.49,.,02/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/18/2017,03/10/2017
101,CHLORINE,0.77,.,02/19/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/19/2017,03/10/2017
101,CHLORINE,1.13,.,02/20/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/20/2017,03/10/2017
101,CHLORINE,1.57,.,02/21/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/21/2017,03/10/2017
101,CHLORINE,1.88,.,02/22/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/22/2017,03/10/2017
101,CHLORINE,2.2,.,02/23/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/23/2017,03/10/2017
101,CHLORINE,2.09,.,02/24/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/24/2017,03/10/2017
101,CHLORINE,2.1,.,02/25/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/25/2017,03/10/2017
101,CHLORINE,2.15,.,02/26/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/26/2017,03/10/2017
101,CHLORINE,2.03,.,02/27/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/27/2017,03/10/2017
101,CHLORINE,1.37,.,02/28/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/28/2017,03/10/2017
101,CHLORINE,0.77,.,03/01/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/01/2017,04/10/2017
802,TOTAL COLIFORM PRESENCE,0,.,03/01/2017,DISTRIBUTION,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MAHAFFEY LABORATORIES,CHROMO/FLUOROGEN (COLILERT/18),03/03/2017,04/07/2017
101,CHLORINE,1,.,03/02/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/02/2017,04/10/2017
101,CHLORINE,1.11,.,03/03/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/03/2017,04/10/2017
101,CHLORINE,1.61,.,03/04/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/04/2017,04/10/2017
101,CHLORINE,1.5,.,03/05/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/05/2017,04/10/2017
101,CHLORINE,2,.,03/06/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/06/2017,04/10/2017
101,CHLORINE,2.2,.,03/07/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/07/2017,04/10/2017
101,CHLORINE,1.75,.,03/08/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/08/2017,04/10/2017
101,CHLORINE,2.11,.,03/09/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/09/2017,04/10/2017
101,CHLORINE,2.08,.,03/10/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/10/2017,04/10/2017
101,CHLORINE,2.09,.,03/11/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/11/2017,04/10/2017
101,CHLORINE,1.97,.,03/12/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/12/2017,04/10/2017
101,CHLORINE,1.35,.,03/13/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/13/2017,04/10/2017
101,CHLORINE,1.37,.,03/14/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/14/2017,04/10/2017
101,CHLORINE,0.94,.,03/15/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/15/2017,04/10/2017
101,CHLORINE,0.89,.,03/16/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/16/2017,04/10/2017
101,CHLORINE,0.78,.,03/17/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/17/2017,04/10/2017
101,CHLORINE,0.46,.,03/18/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/18/2017,04/10/2017
101,CHLORINE,1.69,.,03/19/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/19/2017,04/10/2017
101,CHLORINE,1.66,.,03/20/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/20/2017,04/10/2017
101,CHLORINE,1.18,.,03/21/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/21/2017,04/10/2017
101,CHLORINE,0.76,.,03/22/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/22/2017,04/10/2017
101,CHLORINE,0.56,.,03/23/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/23/2017,04/10/2017
101,CHLORINE,0.69,.,03/24/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/24/2017,04/10/2017
101,CHLORINE,0.52,.,03/25/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/25/2017,04/10/2017
101,CHLORINE,0.84,.,03/26/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/26/2017,04/10/2017
101,CHLORINE,0.5,.,03/27/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/27/2017,04/10/2017
101,CHLORINE,0.48,.,03/28/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/28/2017,04/10/2017
101,CHLORINE,0.46,.,03/29/2017,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/29/2017,04/10/2017
