Sample Location,Contaminant ID,Analysis Result,MCL In Effect,Sample Date,Sample Type,SPLIT_PAGES,PWSID,SYSTEM NAME,MAIN_PAGE,TOP_MARGIN,SYSNAME_PAGE,Laboratory ID,Analysis Method,Analysis Date,Sample Received Date
101,CHLORINE,1.85,.,01/14/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/14/2018,02/09/2018
101,CHLORINE,2.2,.,01/15/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/15/2018,02/09/2018
101,CHLORINE,2.13,.,01/16/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/16/2018,02/09/2018
101,CHLORINE,1.72,.,01/17/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/17/2018,02/09/2018
101,CHLORINE,1.77,.,01/18/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/18/2018,02/09/2018
101,CHLORINE,1.47,.,01/19/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/19/2018,02/09/2018
101,CHLORINE,1.37,.,01/20/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/20/2018,02/09/2018
101,CHLORINE,1.35,.,01/21/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/21/2018,02/09/2018
101,CHLORINE,1.35,.,01/22/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/22/2018,02/09/2018
101,CHLORINE,1.5,.,01/23/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/23/2018,02/09/2018
101,CHLORINE,1.48,.,01/24/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/24/2018,02/09/2018
101,CHLORINE,1.44,.,01/25/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,1,70,1,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/25/2018,02/09/2018
101,CHLORINE,1.42,.,01/26/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/26/2018,02/09/2018
101,CHLORINE,1.36,.,01/27/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/27/2018,02/09/2018
101,CHLORINE,1.27,.,01/28/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/28/2018,02/09/2018
101,CHLORINE,1.2,.,01/29/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/29/2018,02/09/2018
101,CHLORINE,1.5,.,01/30/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/30/2018,02/09/2018
101,CHLORINE,1.07,.,01/31/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",01/31/2018,02/09/2018
101,CHLORINE,1.17,.,02/01/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/01/2018,03/08/2018
101,CHLORINE,1.16,.,02/02/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/02/2018,03/08/2018
101,CHLORINE,1.19,.,02/03/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/03/2018,03/08/2018
101,CHLORINE,1.18,.,02/04/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/04/2018,03/08/2018
101,CHLORINE,1,.,02/05/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/05/2018,03/08/2018
101,CHLORINE,1.17,.,02/06/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/06/2018,03/08/2018
101,CHLORINE,1.09,.,02/07/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/07/2018,03/08/2018
101,CHLORINE,1.03,.,02/08/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/08/2018,03/08/2018
101,CHLORINE,0.86,.,02/09/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/09/2018,03/08/2018
101,CHLORINE,1.01,.,02/10/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/10/2018,03/08/2018
101,CHLORINE,0.96,.,02/11/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/11/2018,03/08/2018
101,CHLORINE,0.91,.,02/12/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/12/2018,03/08/2018
101,CHLORINE,0.88,.,02/13/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/13/2018,03/08/2018
101,CHLORINE,0.9,.,02/14/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/14/2018,03/08/2018
801,TOTAL COLIFORM PRESENCE,0,.,02/14/2018,DISTRIBUTION,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MAHAFFEY LABORATORIES,CHROMO/FLUOROGEN (COLILERT/18),02/16/2018,02/19/2018
101,CHLORINE,0.81,.,02/15/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/15/2018,03/08/2018
101,CHLORINE,0.76,.,02/16/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/16/2018,03/08/2018
101,CHLORINE,0.72,.,02/17/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/17/2018,03/08/2018
101,CHLORINE,0.66,.,02/18/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/18/2018,03/08/2018
101,CHLORINE,1.05,.,02/19/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,3,70,3,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/19/2018,03/08/2018
101,CHLORINE,1.32,.,02/20/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/20/2018,03/08/2018
101,CHLORINE,1.5,.,02/21/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/21/2018,03/08/2018
101,CHLORINE,1.53,.,02/22/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/22/2018,03/08/2018
101,CHLORINE,1.67,.,02/23/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/23/2018,03/08/2018
101,CHLORINE,1.7,.,02/24/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/24/2018,03/08/2018
101,CHLORINE,1.65,.,02/25/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/25/2018,03/08/2018
101,CHLORINE,1.77,.,02/26/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/26/2018,03/08/2018
101,CHLORINE,1.74,.,02/27/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/27/2018,03/08/2018
101,CHLORINE,1.7,.,02/28/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",02/28/2018,03/08/2018
101,CHLORINE,1.77,.,03/01/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/01/2018,04/09/2018
101,CHLORINE,1.74,.,03/02/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/02/2018,04/09/2018
101,CHLORINE,1.7,.,03/03/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/03/2018,04/09/2018
101,CHLORINE,1.31,.,03/04/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/04/2018,04/09/2018
101,CHLORINE,1.4,.,03/05/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/05/2018,04/09/2018
101,CHLORINE,1.15,.,03/06/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/06/2018,04/09/2018
101,CHLORINE,1,.,03/07/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/07/2018,04/09/2018
802,TOTAL COLIFORM PRESENCE,0,.,03/07/2018,DISTRIBUTION,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MAHAFFEY LABORATORIES,CHROMO/FLUOROGEN (COLILERT/18),03/09/2018,03/16/2018
101,CHLORINE,0.96,.,03/08/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/08/2018,04/09/2018
101,CHLORINE,1.14,.,03/09/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/09/2018,04/09/2018
101,CHLORINE,0.93,.,03/10/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/10/2018,04/09/2018
101,CHLORINE,0.9,.,03/11/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/11/2018,04/09/2018
101,CHLORINE,0.89,.,03/12/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/12/2018,04/09/2018
101,CHLORINE,0.84,.,03/13/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/13/2018,04/09/2018
101,CHLORINE,0.87,.,03/14/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/14/2018,04/09/2018
101,CHLORINE,0.85,.,03/15/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/15/2018,04/09/2018
101,CHLORINE,0.89,.,03/16/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,5,70,5,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/16/2018,04/09/2018
101,CHLORINE,0.82,.,03/17/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/17/2018,04/09/2018
101,CHLORINE,0.74,.,03/18/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/18/2018,04/09/2018
101,CHLORINE,1.09,.,03/19/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/19/2018,04/09/2018
101,CHLORINE,0.96,.,03/20/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/20/2018,04/09/2018
101,CHLORINE,1.74,.,03/21/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/21/2018,04/09/2018
101,CHLORINE,1.92,.,03/22/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/22/2018,04/09/2018
101,CHLORINE,1.83,.,03/23/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/23/2018,04/09/2018
101,CHLORINE,1.8,.,03/24/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/24/2018,04/09/2018
101,CHLORINE,1.55,.,03/25/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/25/2018,04/09/2018
101,CHLORINE,1.83,.,03/26/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/26/2018,04/09/2018
101,CHLORINE,1.79,.,03/27/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/27/2018,04/09/2018
101,CHLORINE,1.5,.,03/28/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/28/2018,04/09/2018
101,CHLORINE,1.44,.,03/29/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/29/2018,04/09/2018
101,CHLORINE,1.24,.,03/30/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/30/2018,04/09/2018
101,CHLORINE,1.1,.,03/31/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",03/31/2018,04/09/2018
101,CHLORINE,0.9,.,04/01/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/01/2018,05/09/2018
101,CHLORINE,0.8,.,04/02/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/02/2018,05/09/2018
101,CHLORINE,0.72,.,04/03/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/03/2018,05/09/2018
101,CHLORINE,0.6,.,04/04/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/04/2018,05/09/2018
701,TOTAL COLIFORM PRESENCE,0,.,04/04/2018,DISTRIBUTION,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MAHAFFEY LABORATORIES,CHROMO/FLUOROGEN (COLILERT/18),04/05/2018,04/16/2018
101,CHLORINE,0.48,.,04/05/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/05/2018,05/09/2018
101,CHLORINE,0.51,.,04/06/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/06/2018,05/09/2018
101,CHLORINE,0.56,.,04/07/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/07/2018,05/09/2018
101,CHLORINE,0.68,.,04/08/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/08/2018,05/09/2018
101,CHLORINE,1.34,.,04/09/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/09/2018,05/09/2018
101,CHLORINE,1.6,.,04/10/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,7,70,7,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/10/2018,05/09/2018
101,CHLORINE,2.2,.,04/11/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/11/2018,05/09/2018
101,CHLORINE,2.2,.,04/12/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/12/2018,05/09/2018
101,CHLORINE,1.62,.,04/13/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/13/2018,05/09/2018
101,CHLORINE,1.25,.,04/14/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/14/2018,05/09/2018
101,CHLORINE,1.66,.,04/15/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/15/2018,05/09/2018
101,CHLORINE,1.67,.,04/16/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/16/2018,05/09/2018
101,CHLORINE,1.81,.,04/17/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/17/2018,05/09/2018
101,CHLORINE,1.57,.,04/18/2018,ENTRY POINT,2,6430001, SCENIC MOBILE HOME PARK,9,70,9,MCAFOOSE PLUMBING & CONSTRUCTI,"COLORMTRC, DPD (CL/NH2CL)",04/18/2018,05/09/2018
